Sales ID,Created At,Quantity,Gross Sales,Discount ($),Tax,Net Sales,Product ID,Product Name,Category,Customer ID,Customer Name,Customer City,Customer State,Customer Source
8445,"2018-12-1, 10:48:32",1,37.01,0.00,3.7,33.31,117,Small Concrete Knife,Gizmo,"1,127",Aurelio Jacobson,Burton,TX,Google
8446,"2019-6-19, 00:25:08",6,248.41,0.00,24.84,223.57,82,Heavy-Duty Steel Watch,Gadget,"1,127",Aurelio Jacobson,Burton,TX,Google
8447,"2019-2-7, 08:12:16",1,88.4,7.15,8.13,73.13,177,Heavy-Duty Cotton Bottle,Gadget,"1,127",Aurelio Jacobson,Burton,TX,Google
8448,"2019-4-18, 19:29:54",2,157.04,7.15,14.99,134.9,138,Incredible Plastic Watch,Doohickey,"1,127",Aurelio Jacobson,Burton,TX,Google
8449,"2019-1-23, 08:46:20",2,109.36,0.00,10.94,98.42,125,Aerodynamic Granite Bench,Widget,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8450,"2020-2-21, 06:21:26",2,164.28,0.00,16.43,147.85,109,Intelligent Iron Shirt,Widget,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8451,"2019-4-21, 19:52:54",3,279.68,0.00,27.97,251.72,27,Awesome Aluminum Table,Gadget,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8452,"2019-12-10, 03:41:19",2,88.35,0.00,8.83,79.51,19,Rustic Concrete Bottle,Doohickey,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8453,"2019-2-1, 22:06:05",1,45.25,0.00,4.52,40.72,89,Awesome Aluminum Keyboard,Widget,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8454,"2019-8-1, 23:26:01",4,288.5,0.00,28.85,259.65,2,Small Marble Shoes,Doohickey,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8455,"2017-10-26, 13:45:57",4,316.45,0.00,31.65,284.81,174,Rustic Iron Keyboard,Gadget,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8456,"2019-12-16, 10:16:02",2,96.82,0.00,9.68,87.14,25,Durable Marble Watch,Widget,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8457,"2019-11-29, 11:47:58",3,105.53,0.00,10.55,94.97,106,Fantastic Steel Knife,Doohickey,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8458,"2019-12-2, 00:57:14",2,52.67,0.00,5.27,47.4,166,Rustic Copper Hat,Doohickey,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8459,"2019-5-7, 01:45:35",4,341.14,0.00,34.11,307.02,57,Gorgeous Bronze Hat,Gizmo,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8460,"2018-9-1, 08:37:23",4,268.2,0.00,26.82,241.38,151,Lightweight Leather Bench,Gizmo,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8461,"2019-4-30, 08:37:13",2,198.13,0.00,19.81,178.32,181,Awesome Steel Toucan,Widget,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8462,"2017-11-30, 07:51:39",2,107.38,0.00,10.74,96.64,125,Aerodynamic Granite Bench,Widget,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8463,"2018-2-4, 04:34:19",2,59.32,0.00,5.93,53.39,79,Sleek Aluminum Clock,Gizmo,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8464,"2017-9-22, 01:41:43",6,227.79,0.00,22.78,205.01,85,Rustic Copper Knife,Gizmo,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8465,"2019-11-29, 11:48:37",3,62.42,0.00,6.24,56.18,156,Heavy-Duty Copper Gloves,Gadget,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8466,"2018-4-28, 23:34:27",2,94.21,0.00,9.42,84.79,26,Ergonomic Aluminum Plate,Widget,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8467,"2017-10-7, 17:34:26",54,"1,198.8",0.00,119.88,"1,078.92",156,Heavy-Duty Copper Gloves,Gadget,"1,128",Filomena Waelchi,Lawton,OK,Twitter
8468,"2016-11-12, 02:56:25",4,191.63,0.00,19.16,172.47,147,Mediocre Wool Toucan,Doohickey,"1,129",Elyssa Cronin,Rockport,WA,Google
8469,"2018-12-18, 07:11:30",2,156.54,0.00,15.65,140.89,12,Sleek Paper Toucan,Gizmo,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8470,"2019-4-13, 11:44:34",3,281.99,0.00,28.2,253.79,62,Awesome Iron Hat,Widget,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8471,"2018-2-2, 14:42:58",2,86.17,0.00,8.62,77.55,30,Ergonomic Paper Wallet,Gadget,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8472,"2017-8-26, 21:59:40",9,499.86,0.00,49.99,449.87,43,Lightweight Marble Bag,Widget,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8473,"2018-9-26, 10:22:32",5,127.71,0.00,12.77,114.94,15,Aerodynamic Paper Computer,Widget,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8474,"2020-3-14, 09:11:24",1,84.22,0.00,8.42,75.79,173,Gorgeous Wooden Car,Gadget,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8475,"2017-2-24, 20:46:21",1,51.31,0.00,5.13,46.18,73,Aerodynamic Rubber Bench,Widget,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8476,"2017-12-13, 05:30:11",2,57.27,7.64,4.96,44.66,121,Ergonomic Wool Bag,Doohickey,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8477,"2018-11-29, 01:50:43",3,126.86,0.00,12.69,114.18,169,Small Cotton Chair,Doohickey,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8478,"2020-4-4, 16:52:42",3,160.04,0.00,16,144.04,139,Lightweight Steel Watch,Doohickey,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8479,"2019-8-18, 04:47:26",9,667.56,0.00,66.76,600.8,88,Lightweight Linen Bottle,Gizmo,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8480,"2019-3-4, 13:39:27",1,66.05,0.00,6.6,59.44,189,Gorgeous Marble Computer,Widget,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8481,"2019-8-16, 03:58:26",7,634.5,0.00,63.45,571.05,190,Ergonomic Cotton Bag,Gadget,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8482,"2020-1-5, 07:05:32",2,147.57,0.00,14.76,132.81,77,Mediocre Leather Computer,Gadget,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8483,"2018-12-3, 01:33:06",2,94.76,0.00,9.48,85.28,38,Lightweight Leather Gloves,Gadget,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8484,"2018-12-7, 01:09:15",2,143.89,0.00,14.39,129.5,31,Rustic Rubber Clock,Doohickey,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8485,"2018-5-1, 21:45:37",5,480.81,0.00,48.08,432.73,66,Fantastic Silk Bottle,Widget,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8486,"2019-5-20, 14:06:47",5,280.19,2.54,27.77,249.89,18,Lightweight Paper Bottle,Gadget,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8487,"2019-5-6, 00:23:52",5,365.08,0.00,36.51,328.57,104,Sleek Leather Toucan,Widget,"1,130",Gideon Fadel,Poughkeepsie,NY,Google
8488,"2017-3-21, 11:32:39",1,104.28,0.00,10.43,93.85,64,Incredible Aluminum Knife,Gadget,"1,131",Flavio Thompson,New Prague,MN,Facebook
8489,"2018-4-28, 21:00:45",2,50.12,0.00,5.01,45.11,56,Awesome Silk Car,Doohickey,"1,131",Flavio Thompson,New Prague,MN,Facebook
8490,"2016-12-11, 20:44:43",2,54.93,0.00,5.49,49.44,185,Sleek Marble Table,Gadget,"1,131",Flavio Thompson,New Prague,MN,Facebook
8491,"2020-3-25, 16:17:52",1,89.18,0.00,8.92,80.26,57,Gorgeous Bronze Hat,Gizmo,"1,131",Flavio Thompson,New Prague,MN,Facebook
8492,"2019-3-3, 00:14:33",1,38.66,0.00,3.87,34.8,50,Durable Wool Toucan,Widget,"1,131",Flavio Thompson,New Prague,MN,Facebook
8493,"2018-5-15, 04:28:57",3,110.93,0.00,11.09,99.83,105,Fantastic Wool Shirt,Gadget,"1,132",Camryn Murazik,Caldwell,ID,Affiliate
8494,"2019-7-19, 13:33:12",4,199.75,0.00,19.97,179.77,179,Incredible Linen Knife,Doohickey,"1,132",Camryn Murazik,Caldwell,ID,Affiliate
8495,"2018-3-21, 07:48:57",1,49.52,0.00,4.95,44.57,73,Aerodynamic Rubber Bench,Widget,"1,132",Camryn Murazik,Caldwell,ID,Affiliate
8496,"2016-11-18, 09:37:15",2,166.73,0.00,16.67,150.06,173,Gorgeous Wooden Car,Gadget,"1,132",Camryn Murazik,Caldwell,ID,Affiliate
8497,"2017-8-6, 10:38:56",4,335.55,0.00,33.56,302,57,Gorgeous Bronze Hat,Gizmo,"1,132",Camryn Murazik,Caldwell,ID,Affiliate
8498,"2019-3-31, 16:20:16",1,73.84,0.00,7.38,66.45,113,Sleek Leather Table,Gadget,"1,132",Camryn Murazik,Caldwell,ID,Affiliate
8499,"2018-7-12, 04:02:35",4,200.43,0.00,20.04,180.38,25,Durable Marble Watch,Widget,"1,132",Camryn Murazik,Caldwell,ID,Affiliate
8500,"2019-4-23, 04:59:51",3,152.86,0.00,15.29,137.57,69,Synergistic Leather Coat,Doohickey,"1,132",Camryn Murazik,Caldwell,ID,Affiliate
8501,"2017-9-4, 04:55:23",3,168.22,0.00,16.82,151.4,17,Enormous Wool Car,Doohickey,"1,132",Camryn Murazik,Caldwell,ID,Affiliate
8502,"2019-3-8, 14:50:56",1,55.27,0.00,5.53,49.74,18,Lightweight Paper Bottle,Gadget,"1,132",Camryn Murazik,Caldwell,ID,Affiliate
8503,"2019-11-13, 04:27:50",3,103.72,0.00,10.37,93.35,10,Mediocre Wooden Table,Gizmo,"1,132",Camryn Murazik,Caldwell,ID,Affiliate
8504,"2017-5-19, 01:30:43",4,140.56,0.00,14.06,126.51,95,Durable Iron Knife,Gizmo,"1,132",Camryn Murazik,Caldwell,ID,Affiliate
8505,"2018-2-25, 22:30:00",1,31.91,0.00,3.19,28.72,1,Rustic Paper Wallet,Gizmo,"1,133",Wilfred Anderson,Madison,OH,Organic
8506,"2019-3-1, 02:09:17",1,97.3,0.00,9.73,87.57,158,Aerodynamic Leather Toucan,Gizmo,"1,133",Wilfred Anderson,Madison,OH,Organic
8507,"2017-7-20, 22:21:13",4,114.39,0.00,11.44,102.96,112,Small Wool Wallet,Doohickey,"1,133",Wilfred Anderson,Madison,OH,Organic
8508,"2018-1-20, 13:51:23",1,75.51,0.00,7.55,67.96,104,Sleek Leather Toucan,Widget,"1,133",Wilfred Anderson,Madison,OH,Organic
8509,"2019-12-13, 17:20:15",1,78.22,0.00,7.82,70.4,184,Practical Granite Plate,Widget,"1,133",Wilfred Anderson,Madison,OH,Organic
8510,"2018-5-17, 03:28:05",4,238.3,7.04,23.13,208.14,9,Practical Bronze Computer,Widget,"1,133",Wilfred Anderson,Madison,OH,Organic
8511,"2020-2-28, 09:52:25",2,111.83,0.00,11.18,100.65,44,Gorgeous Concrete Shoes,Widget,"1,133",Wilfred Anderson,Madison,OH,Organic
8512,"2018-4-15, 21:10:18",3,133.21,0.00,13.32,119.89,144,Aerodynamic Bronze Hat,Widget,"1,133",Wilfred Anderson,Madison,OH,Organic
8513,"2018-11-12, 14:21:57",2,82.47,0.00,8.25,74.22,169,Small Cotton Chair,Doohickey,"1,133",Wilfred Anderson,Madison,OH,Organic
8514,"2019-7-11, 13:20:21",4,161.82,0.00,16.18,145.64,70,Small Rubber Clock,Widget,"1,133",Wilfred Anderson,Madison,OH,Organic
8515,"2017-11-30, 17:05:43",2,205.07,0.00,20.51,184.57,157,Intelligent Granite Hat,Widget,"1,133",Wilfred Anderson,Madison,OH,Organic
8516,"2019-8-4, 08:39:32",3,121.95,0.00,12.2,109.76,111,Ergonomic Rubber Bench,Gadget,"1,134",Lillie Wilderman,Wendell,NC,Organic
8517,"2019-4-28, 23:05:51",1,49.4,0.00,4.94,44.46,133,Sleek Wool Watch,Doohickey,"1,134",Lillie Wilderman,Wendell,NC,Organic
8518,"2018-4-30, 00:00:42",2,175.47,1.61,17.39,156.48,90,Incredible Concrete Keyboard,Gizmo,"1,134",Lillie Wilderman,Wendell,NC,Organic
8519,"2018-11-15, 02:33:09",3,155.55,6.11,14.94,134.5,44,Gorgeous Concrete Shoes,Widget,"1,134",Lillie Wilderman,Wendell,NC,Organic
8520,"2019-10-20, 10:27:32",6,471.41,0.00,47.14,424.27,39,Durable Rubber Computer,Gizmo,"1,134",Lillie Wilderman,Wendell,NC,Organic
8521,"2018-9-9, 15:32:27",4,373.69,0.00,37.37,336.32,190,Ergonomic Cotton Bag,Gadget,"1,134",Lillie Wilderman,Wendell,NC,Organic
8522,"2017-4-10, 15:20:44",2,51.24,0.00,5.12,46.12,159,Aerodynamic Cotton Lamp,Widget,"1,134",Lillie Wilderman,Wendell,NC,Organic
8523,"2019-4-23, 22:18:34",2,150.39,0.00,15.04,135.36,136,Mediocre Marble Lamp,Widget,"1,134",Lillie Wilderman,Wendell,NC,Organic
8524,"2020-1-16, 17:49:06",1,41.42,0.00,4.14,37.28,82,Heavy-Duty Steel Watch,Gadget,"1,135",Gene Lueilwitz,Osakis,MN,Affiliate
8525,"2019-8-3, 22:17:19",5,351.33,0.00,35.13,316.19,52,Ergonomic Marble Hat,Widget,"1,135",Gene Lueilwitz,Osakis,MN,Affiliate
8526,"2018-8-14, 14:33:41",5,359.91,0.00,35.99,323.92,104,Sleek Leather Toucan,Widget,"1,135",Gene Lueilwitz,Osakis,MN,Affiliate
8527,"2018-9-9, 18:26:06",4,122.18,0.00,12.22,109.96,119,Gorgeous Linen Keyboard,Gadget,"1,135",Gene Lueilwitz,Osakis,MN,Affiliate
8528,"2019-1-10, 10:29:17",2,80.84,0.00,8.08,72.76,21,Lightweight Wool Bag,Gadget,"1,135",Gene Lueilwitz,Osakis,MN,Affiliate
8529,"2017-4-28, 07:45:26",2,112.11,0.00,11.21,100.9,17,Enormous Wool Car,Doohickey,"1,135",Gene Lueilwitz,Osakis,MN,Affiliate
8530,"2020-1-17, 08:04:04",2,187.72,0.00,18.77,168.95,191,Heavy-Duty Linen Gloves,Gadget,"1,135",Gene Lueilwitz,Osakis,MN,Affiliate
8531,"2019-5-31, 08:07:34",2,102.84,0.00,10.28,92.55,198,Enormous Copper Shirt,Gizmo,"1,135",Gene Lueilwitz,Osakis,MN,Affiliate
8532,"2019-3-6, 02:20:49",1,32.58,0.00,3.26,29.32,102,Lightweight Granite Hat,Gadget,"1,135",Gene Lueilwitz,Osakis,MN,Affiliate
8533,"2017-10-24, 18:59:47",6,400.56,0.00,40.06,360.5,6,Small Marble Hat,Doohickey,"1,137",Jamal Bayer,Tioga,ND,Google
8534,"2018-7-21, 05:46:15",4,208.22,0.00,20.82,187.4,69,Synergistic Leather Coat,Doohickey,"1,137",Jamal Bayer,Tioga,ND,Google
8535,"2018-3-22, 05:27:15",1,38.14,0.00,3.81,34.32,105,Fantastic Wool Shirt,Gadget,"1,137",Jamal Bayer,Tioga,ND,Google
8536,"2017-7-11, 19:21:49",5,419.41,0.00,41.94,377.46,116,Aerodynamic Concrete Bench,Gizmo,"1,137",Jamal Bayer,Tioga,ND,Google
8537,"2019-8-29, 18:55:45",5,264.28,0.00,26.43,237.85,115,Rustic Silk Knife,Gadget,"1,137",Jamal Bayer,Tioga,ND,Google
8538,"2017-8-12, 05:20:35",3,140.96,0.00,14.1,126.86,198,Enormous Copper Shirt,Gizmo,"1,137",Jamal Bayer,Tioga,ND,Google
8539,"2017-10-25, 05:56:37",4,124.32,0.00,12.43,111.89,1,Rustic Paper Wallet,Gizmo,"1,137",Jamal Bayer,Tioga,ND,Google
8540,"2018-10-23, 13:54:58",5,395.57,0.00,39.56,356.01,116,Aerodynamic Concrete Bench,Gizmo,"1,138",Morris Gaylord,Lakeside,MT,Organic
8541,"2018-4-24, 16:19:19",2,161.25,0.00,16.13,145.13,23,Fantastic Aluminum Bottle,Widget,"1,138",Morris Gaylord,Lakeside,MT,Organic
8542,"2018-11-21, 13:30:02",2,191.94,0.00,19.19,172.75,157,Intelligent Granite Hat,Widget,"1,138",Morris Gaylord,Lakeside,MT,Organic
8543,"2018-2-14, 15:01:04",2,151.25,0.00,15.13,136.13,94,Awesome Bronze Plate,Widget,"1,141",Onie Altenwerth,Bristol,FL,Organic
8544,"2018-5-27, 12:39:05",4,179.52,0.00,17.95,161.57,147,Mediocre Wool Toucan,Doohickey,"1,141",Onie Altenwerth,Bristol,FL,Organic
8545,"2017-9-28, 16:29:31",5,267.6,0.00,26.76,240.84,44,Gorgeous Concrete Shoes,Widget,"1,141",Onie Altenwerth,Bristol,FL,Organic
8546,"2018-12-12, 16:29:34",2,44.02,0.00,4.4,39.61,22,Enormous Marble Shoes,Gizmo,"1,141",Onie Altenwerth,Bristol,FL,Organic
8547,"2020-1-27, 08:27:59",1,89.77,0.00,8.98,80.79,150,Synergistic Wool Coat,Gadget,"1,141",Onie Altenwerth,Bristol,FL,Organic
8548,"2020-4-3, 18:14:57",2,141.92,0.00,14.19,127.73,104,Sleek Leather Toucan,Widget,"1,141",Onie Altenwerth,Bristol,FL,Organic
8549,"2019-2-13, 18:52:47",17,"1,306.16",0.00,130.62,"1,175.54",123,Mediocre Wooden Bench,Gizmo,"1,141",Onie Altenwerth,Bristol,FL,Organic
8550,"2019-12-19, 21:11:51",3,118.28,0.00,11.83,106.46,118,Synergistic Rubber Shoes,Gadget,"1,141",Onie Altenwerth,Bristol,FL,Organic
8551,"2019-6-18, 05:19:28",6,426.61,8.10,41.85,376.67,6,Small Marble Hat,Doohickey,"1,142",Corbin Wiegand,Ashville,PA,Twitter
8552,"2018-12-6, 16:59:02",2,181.07,0.00,18.11,162.96,49,Incredible Silk Shoes,Gadget,"1,143",Triston Kuvalis,Elkhart,IN,Organic
8553,"2018-9-20, 07:21:33",6,502.44,0.00,50.24,452.2,87,Gorgeous Linen Bottle,Widget,"1,143",Triston Kuvalis,Elkhart,IN,Organic
8554,"2019-9-22, 17:22:16",6,267.36,0.00,26.74,240.62,38,Lightweight Leather Gloves,Gadget,"1,143",Triston Kuvalis,Elkhart,IN,Organic
8555,"2017-10-29, 11:31:11",6,187.58,0.00,18.76,168.82,81,Lightweight Linen Coat,Gizmo,"1,143",Triston Kuvalis,Elkhart,IN,Organic
8556,"2019-7-20, 18:07:49",4,223.24,8.10,21.51,193.63,115,Rustic Silk Knife,Gadget,"1,143",Triston Kuvalis,Elkhart,IN,Organic
8557,"2018-10-20, 14:40:31",4,299.56,0.00,29.96,269.6,4,Enormous Aluminum Shirt,Doohickey,"1,143",Triston Kuvalis,Elkhart,IN,Organic
8558,"2017-11-2, 12:13:06",2,120.6,0.00,12.06,108.54,71,Sleek Granite Pants,Gadget,"1,143",Triston Kuvalis,Elkhart,IN,Organic
8559,"2019-7-22, 10:38:50",5,351.68,0.00,35.17,316.51,77,Mediocre Leather Computer,Gadget,"1,143",Triston Kuvalis,Elkhart,IN,Organic
8560,"2018-12-16, 05:48:35",2,95.64,0.00,9.56,86.08,180,Lightweight Copper Wallet,Gadget,"1,143",Triston Kuvalis,Elkhart,IN,Organic
8561,"2018-8-7, 16:49:16",5,178.88,0.00,17.89,160.99,95,Durable Iron Knife,Gizmo,"1,143",Triston Kuvalis,Elkhart,IN,Organic
8562,"2017-9-3, 14:33:05",4,334.12,0.00,33.41,300.71,184,Practical Granite Plate,Widget,"1,143",Triston Kuvalis,Elkhart,IN,Organic
8563,"2017-12-29, 01:35:01",1,22.09,0.00,2.21,19.88,156,Heavy-Duty Copper Gloves,Gadget,"1,143",Triston Kuvalis,Elkhart,IN,Organic
8564,"2019-3-12, 05:36:42",1,27.55,0.00,2.75,24.79,14,Awesome Concrete Shoes,Widget,"1,143",Triston Kuvalis,Elkhart,IN,Organic
8565,"2018-5-27, 23:17:57",4,145.98,0.00,14.6,131.38,95,Durable Iron Knife,Gizmo,"1,143",Triston Kuvalis,Elkhart,IN,Organic
8566,"2019-2-17, 15:37:48",1,72.69,0.00,7.27,65.42,32,Ergonomic Silk Keyboard,Gadget,"1,143",Triston Kuvalis,Elkhart,IN,Organic
8567,"2018-1-19, 00:21:28",2,89.29,0.00,8.93,80.36,82,Heavy-Duty Steel Watch,Gadget,"1,144",Gerald Mayert,Canyon Lake,TX,Twitter
8568,"2019-5-23, 02:25:00",5,146.5,0.00,14.65,131.85,78,Mediocre Aluminum Shirt,Gizmo,"1,144",Gerald Mayert,Canyon Lake,TX,Twitter
8569,"2017-7-30, 13:15:31",5,430.36,3.26,42.71,384.4,57,Gorgeous Bronze Hat,Gizmo,"1,144",Gerald Mayert,Canyon Lake,TX,Twitter
8570,"2017-10-29, 22:30:30",5,182.76,0.00,18.28,164.48,108,Practical Silk Computer,Gadget,"1,144",Gerald Mayert,Canyon Lake,TX,Twitter
8571,"2018-4-18, 00:46:50",3,107.82,0.00,10.78,97.04,74,Awesome Plastic Watch,Gadget,"1,144",Gerald Mayert,Canyon Lake,TX,Twitter
8572,"2017-11-10, 08:05:05",3,241.25,0.00,24.12,217.12,45,Sleek Wool Wallet,Doohickey,"1,144",Gerald Mayert,Canyon Lake,TX,Twitter
8573,"2017-12-9, 15:48:08",2,91.41,0.00,9.14,82.27,28,Rustic Marble Bottle,Gizmo,"1,144",Gerald Mayert,Canyon Lake,TX,Twitter
8574,"2020-2-12, 23:10:48",2,106.75,0.00,10.67,96.07,58,Practical Steel Table,Gadget,"1,144",Gerald Mayert,Canyon Lake,TX,Twitter
8575,"2019-11-16, 12:41:39",4,398.5,0.00,39.85,358.65,64,Incredible Aluminum Knife,Gadget,"1,144",Gerald Mayert,Canyon Lake,TX,Twitter
8576,"2020-1-26, 23:02:33",2,165.58,0.00,16.56,149.03,57,Gorgeous Bronze Hat,Gizmo,"1,144",Gerald Mayert,Canyon Lake,TX,Twitter
8577,"2017-3-21, 09:13:22",1,35.16,3.26,3.19,28.71,152,Enormous Aluminum Clock,Widget,"1,147",Nick Collier,Lanexa,VA,Organic
8578,"2019-3-4, 21:59:45",1,32.87,0.00,3.29,29.58,160,Lightweight Linen Hat,Gadget,"1,147",Nick Collier,Lanexa,VA,Organic
8579,"2016-9-27, 12:38:38",5,402.19,0.00,40.22,361.97,116,Aerodynamic Concrete Bench,Gizmo,"1,147",Nick Collier,Lanexa,VA,Organic
8580,"2019-11-17, 10:39:44",2,116.6,0.00,11.66,104.94,154,Incredible Bronze Wallet,Widget,"1,149",Khalil Padberg,Pierre,SD,Affiliate
8581,"2017-6-1, 17:13:07",4,187.03,0.00,18.7,168.33,100,Lightweight Steel Knife,Gizmo,"1,149",Khalil Padberg,Pierre,SD,Affiliate
8582,"2018-6-29, 11:10:29",6,547.24,0.00,54.72,492.52,146,Lightweight Wool Computer,Widget,"1,149",Khalil Padberg,Pierre,SD,Affiliate
8583,"2018-4-21, 00:12:32",3,180.79,0.00,18.08,162.72,182,Practical Silk Bottle,Gadget,"1,149",Khalil Padberg,Pierre,SD,Affiliate
8584,"2017-11-19, 15:36:07",2,173.22,0.00,17.32,155.9,75,Intelligent Paper Hat,Gadget,"1,149",Khalil Padberg,Pierre,SD,Affiliate
8585,"2017-5-19, 19:30:41",4,315.05,0.00,31.5,283.54,174,Rustic Iron Keyboard,Gadget,"1,149",Khalil Padberg,Pierre,SD,Affiliate
8586,"2019-4-17, 00:51:04",4,182.64,0.00,18.26,164.38,26,Ergonomic Aluminum Plate,Widget,"1,150",Camron Homenick,Highwood,MT,Affiliate
8587,"2019-12-14, 07:36:22",2,96.39,0.00,9.64,86.75,196,Heavy-Duty Linen Toucan,Widget,"1,150",Camron Homenick,Highwood,MT,Affiliate
8588,"2019-8-28, 17:20:59",7,262.76,0.00,26.28,236.49,3,Synergistic Granite Chair,Doohickey,"1,150",Camron Homenick,Highwood,MT,Affiliate
8589,"2018-9-8, 10:56:40",6,459.78,0.00,45.98,413.8,96,Heavy-Duty Silk Car,Doohickey,"1,150",Camron Homenick,Highwood,MT,Affiliate
8590,"2019-11-7, 21:57:42",4,315.8,3.26,31.25,281.29,123,Mediocre Wooden Bench,Gizmo,"1,151",Norene Cole,Tonasket,WA,Google
8591,"2017-3-10, 16:06:30",1,57.19,0.00,5.72,51.47,84,Incredible Plastic Chair,Gizmo,"1,151",Norene Cole,Tonasket,WA,Google
8592,"2019-2-11, 21:00:37",2,105.9,0.00,10.59,95.31,114,Practical Plastic Keyboard,Doohickey,"1,151",Norene Cole,Tonasket,WA,Google
8593,"2018-12-14, 21:47:10",2,65.64,0.00,6.56,59.08,103,Rustic Silk Pants,Widget,"1,151",Norene Cole,Tonasket,WA,Google
8594,"2018-10-14, 11:19:00",5,166.21,4.52,16.17,145.52,152,Enormous Aluminum Clock,Widget,"1,151",Norene Cole,Tonasket,WA,Google
8595,"2017-7-16, 20:15:24",5,240.36,0.00,24.04,216.33,179,Incredible Linen Knife,Doohickey,"1,152",Erica Orn,Ezel,KY,Organic
8596,"2019-6-14, 08:06:44",5,232.14,0.00,23.21,208.92,99,Enormous Plastic Coat,Gadget,"1,152",Erica Orn,Ezel,KY,Organic
8597,"2019-5-22, 09:19:04",4,233.35,0.00,23.33,210.01,83,Lightweight Bronze Table,Gadget,"1,152",Erica Orn,Ezel,KY,Organic
8598,"2019-3-5, 06:56:12",1,71.77,0.00,7.18,64.59,136,Mediocre Marble Lamp,Widget,"1,152",Erica Orn,Ezel,KY,Organic
8599,"2019-9-21, 18:36:24",5,257.35,0.00,25.74,231.62,200,Intelligent Steel Car,Gadget,"1,152",Erica Orn,Ezel,KY,Organic
8600,"2019-9-6, 09:02:48",5,504.04,0.00,50.4,453.63,181,Awesome Steel Toucan,Widget,"1,152",Erica Orn,Ezel,KY,Organic
8601,"2019-4-5, 22:36:07",3,80.22,0.00,8.02,72.19,20,Intelligent Wooden Gloves,Gizmo,"1,152",Erica Orn,Ezel,KY,Organic
8602,"2018-3-28, 13:20:20",1,46.5,0.00,4.65,41.85,180,Lightweight Copper Wallet,Gadget,"1,152",Erica Orn,Ezel,KY,Organic
8603,"2019-6-28, 11:21:06",6,463.43,4.52,45.89,413.01,174,Rustic Iron Keyboard,Gadget,"1,152",Erica Orn,Ezel,KY,Organic
8604,"2019-5-13, 09:54:18",4,273.92,0.00,27.39,246.53,77,Mediocre Leather Computer,Gadget,"1,152",Erica Orn,Ezel,KY,Organic
8605,"2019-4-14, 01:54:25",3,248.62,0.00,24.86,223.76,116,Aerodynamic Concrete Bench,Gizmo,"1,152",Erica Orn,Ezel,KY,Organic
8606,"2017-11-22, 07:54:20",3,140.41,0.00,14.04,126.37,197,Aerodynamic Concrete Lamp,Gizmo,"1,152",Erica Orn,Ezel,KY,Organic
8607,"2016-5-16, 14:16:52",4,216.93,0.00,21.69,195.24,34,Heavy-Duty Wooden Clock,Gadget,"1,152",Erica Orn,Ezel,KY,Organic
8608,"2020-1-13, 19:01:01",2,132.52,0.00,13.25,119.27,187,Fantastic Copper Hat,Gizmo,"1,152",Erica Orn,Ezel,KY,Organic
8609,"2020-2-24, 14:37:51",1,92.46,0.00,9.25,83.22,177,Heavy-Duty Cotton Bottle,Gadget,"1,152",Erica Orn,Ezel,KY,Organic
8610,"2019-12-2, 10:28:53",2,116.13,0.00,11.61,104.52,182,Practical Silk Bottle,Gadget,"1,152",Erica Orn,Ezel,KY,Organic
8611,"2019-1-9, 08:19:44",2,48.92,0.00,4.89,44.03,56,Awesome Silk Car,Doohickey,"1,152",Erica Orn,Ezel,KY,Organic
